id,Power(watts),Distance(metres),Heartrate(BPM),Speed(m/s),'WindSpeed,Cadaence(revs/s),Elevation(meters),'Hill,'Temperature(C,'Penalty,'Cluster
2802,294.31,14822,134,8.2255,10.371,1.4167,613.56,0.29,19.444,295.84,5
2803,287.15,14822,134,8.2255,11.176,1.4,613.56,0.19,19.444,272.18,7
2804,249,14838,134,8.2255,11.981,1.4,613.87,-0.12,19.444,277.19,7
2805,237.9,14838,134,8.1808,12.294,1.4,613.87,-0.52,19.444,290.92,7
2806,229.77,14854,134,8.1808,11.578,1.4,613.87,-0.92,19.444,295.83,7
2807,229.62,14854,134,8.2255,11.534,1.4167,613.87,-1.72,19.444,298.21,7
2808,234.45,14870,134,8.3596,11.131,1.4333,612.65,-1.92,19.444,313.03,7
2809,232.26,14870,135,8.449,9.969,1.45,612.65,-2.23,19.444,313.39,7
2810,222,14886,135,8.6279,10.237,1.4667,612.65,-2.53,19.444,361.71,7
2811,193.86,14902,134,8.6726,9.969,1.4833,612.65,-2.43,19.444,394.5,7
2812,168.7,14902,134,8.762,9.7902,1.5,610.82,-2.53,19.444,406.96,7
2813,156.58,14919,134,8.8067,10.148,1.5167,610.82,-2.73,19.444,393.39,7
2814,143.46,14919,134,8.8961,10.684,1.5167,610.82,-2.83,19.444,343.91,7
2815,139.32,14935,135,8.9855,10.729,1.5167,610.82,-2.73,19.444,264.53,7
2816,141.23,14935,135,9.0302,10.997,1.4167,609.6,-3.03,19.444,197.39,7
2817,146.01,14951,135,9.209,11.623,1.4,609.6,-3.53,19.444,198.03,7
2818,153.72,14951,135,9.4772,10.952,1.45,609.6,-4.04,19.444,240.91,7
2819,162.49,14967,135,9.7007,11.399,1.4833,609.6,-4.54,19.444,296.92,7
2820,191.29,14983,135,9.8796,11.712,1.5167,608.08,-4.64,19.444,319.37,7
2821,194.19,14983,134,9.969,12.025,1.5167,608.08,-4.04,19.444,291.11,7
2822,203.22,14999,135,9.9243,11.176,1.5167,608.08,-3.24,19.444,275.26,7
2823,219.25,15015,135,9.8796,9.6113,1.5,608.08,-2.14,19.444,258.13,7
2824,219.37,15015,134,9.7454,9.6113,1.5,606.55,-1.34,19.444,257.72,7
2825,186.53,15031,134,9.6113,10.908,1.4667,606.55,-0.74,19.444,259.51,7
2826,152.65,15031,135,9.4772,10.595,1.4667,606.55,-0.74,19.444,280.6,7
2827,159.33,15047,135,9.7902,10.64,1.5,606.55,-1.54,19.444,308.64,7
2828,154.04,15063,134,10.058,10.55,1.5333,605.03,-2.94,19.444,305.01,7
2829,160.64,15063,134,10.416,10.863,1.6,605.03,-4.24,19.444,252.03,7
2830,148.55,15080,134,10.505,11.623,1.6,605.03,-4.64,19.444,146.8,7
2831,134.49,15096,134,10.461,11.847,1.6,605.03,-4.34,19.444,92.424,7
2832,141.46,15096,134,10.327,10.863,1.5667,604.72,-3.14,19.444,91.267,7
2833,143.5,15112,134,10.103,10.595,1.55,604.72,-2.04,19.444,78.964,7
2834,141.37,15112,133,10.014,10.863,1.5333,604.72,-1.75,19.444,73.38,7
2835,136.22,15128,133,10.058,10.282,1.5333,604.72,-1.85,19.444,51.781,7
2836,142.74,15144,133,10.237,10.461,1.5667,604.72,-2.75,19.444,47.281,7
2837,143.26,15144,133,10.371,10.55,1.5833,604.72,-3.46,19.444,48.268,7
2838,138.65,15160,132,10.416,11.578,1.5833,604.72,-3.46,19.444,98.107,7
2839,130.65,15176,132,10.237,12.249,1.5667,604.72,-2.87,19.444,175.85,7
2840,132.53,15176,132,9.969,12.651,1.5167,603.5,-1.97,19.444,195.07,7
2841,144.33,15192,132,9.7454,11.891,1.4833,603.5,-1.28,19.444,197.91,7
2842,166.35,15192,132,9.5219,10.64,1.45,603.5,-0.68,19.444,196.47,7
2843,187.97,15208,131,9.3878,10.371,1.4333,603.5,-0.79,19.444,198.12,7
2844,174.25,15224,131,9.4772,10.461,1.45,603.5,-1.4,19.444,228.46,7
2845,169.51,15224,131,9.5666,11.087,1.45,603.5,-2.11,19.444,252.28,7
2846,162.76,15240,130,9.656,11.131,1.4667,603.5,-2.72,19.444,262.8,7
2847,140.97,15240,130,9.7454,11.757,1.4833,603.5,-3.53,19.444,262.25,7
2848,116.39,15257,130,9.9243,12.741,1.45,601.07,-4.33,19.444,349.13,7
2849,113.31,15273,130,10.192,13.858,1.4333,601.07,-5.24,19.444,404.76,7
2850,121.96,15273,129,10.371,13.054,1.5,601.07,-5.85,19.444,423.87,7
2851,147.58,15289,130,10.416,12.517,1.5167,601.07,-5.86,19.444,425.88,7
2852,223.38,15305,129,10.595,13.232,1.5333,599.24,-5.57,19.444,437.32,7
2853,226.2,15305,129,10.684,13.188,1.5333,599.24,-4.58,19.444,428.37,7
2854,200.99,15321,129,10.64,13.501,1.5333,599.24,-4.19,19.444,421.09,7
2855,176.84,15337,130,10.595,12.606,1.4667,599.24,-4.1,19.444,474.77,7
2856,194.49,15337,129,10.64,13.143,1.4333,596.8,-3.71,19.444,512.83,7
2857,172.42,15353,129,10.64,13.054,1.4333,596.8,-4.12,19.444,731.01,7
2858,121.9,15369,129,10.774,13.501,1.3667,596.8,-4.94,19.444,815.43,7
2859,82.58,15369,128,11.221,14.305,0.73333,596.8,-5.94,19.444,822.83,7
2860,92.8,15385,129,11.802,14.663,0.58333,594.06,-7.86,19.444,805.43,7
2861,0,15401,128,12.294,16.004,0.48333,594.06,-9.58,19.444,772.67,2
2862,0,15417,128,12.651,15.602,0,594.06,-10.58,19.444,649.42,2
2863,0,15417,128,12.875,15.468,0,594.06,-10.7,19.444,488.23,2
2864,0,15434,128,12.964,15.825,0,589.79,-10.02,19.444,370.52,2
2865,0,15450,127,12.964,15.378,0,589.79,-8.65,19.444,293.46,2
2866,0,15466,127,12.919,14.126,0,589.79,-7.65,19.444,0,2
2867,0,15482,127,13.009,15.289,0,589.79,-7.38,19.444,0,2
2868,0,15482,126,13.098,15.065,0,584.61,-7.1,19.444,0,2
2869,0,15498,126,13.009,13.858,0,584.61,-7.03,19.444,0,2
2870,0,15514,125,12.964,13.545,0,584.61,-7.44,19.444,0,2
2871,0,15530,125,13.232,13.679,0,584.61,-7.97,19.444,0,2
2872,0,15546,124,13.545,13.545,0,580.34,-9.6,19.444,0,2
2873,0,15562,123,13.724,13.635,0,580.34,-11.43,19.444,0,2
2874,0,15562,122,13.948,13.903,0,580.34,-12.24,19.444,0,2
2875,0,15578,122,14.037,14.126,0,580.34,-11.97,19.444,0,2
2876,0,15595,121,13.948,13.903,0,574.55,-10.9,19.444,0,2
2877,0,15611,120,13.724,14.082,0,574.55,-9.64,19.444,0,2
2878,0,15627,121,14.261,15.468,0,574.55,-9.27,19.444,0,2
2879,0,15643,119,15.065,15.11,0,574.55,-9.99,19.444,0,2
2880,0,15659,119,15.512,15.155,0,568.45,-10.63,19.444,0,2
2881,0,15675,119,15.602,15.199,0,568.45,-10.66,19.444,0,2
2882,0,15691,119,15.646,16.004,0,568.45,-10.5,19.444,0,2
2883,0,15707,119,16.004,15.825,0,568.45,-10.23,19.444,0,2
2884,0,15723,120,16.719,16.362,0,561.44,-10.27,19.444,0,2
2885,0,15739,119,16.943,16.004,0,561.44,-10.8,19.444,0,2
2886,0,15755,119,17.166,15.959,0,561.44,-10.74,19.444,0,2
2887,0,15772,119,17.077,15.512,0,561.44,-9.67,19.444,0,2
2888,0,15788,119,17.166,16.63,0,554.43,-9.41,19.444,0,2
2889,0,15804,120,17.435,16.898,0,554.43,-9.23,19.444,0,2
2890,0,15820,119,17.39,16.943,0,554.43,-8.97,19.444,0,2
2891,0,15836,119,17.122,16.898,0,554.43,-9.29,19.444,0,2
2892,0,15852,119,17.345,16.853,0,547.42,-9.71,19.444,0,2
2893,0,15868,119,17.569,17.747,0,547.42,-9.34,19.444,0,2
2894,0,15884,119,17.39,17.077,0,547.42,-9.85,19.444,0,2
2895,0,15916,120,17.569,17.435,0,547.42,-10.66,19.444,0,2
2896,0,15932,120,17.882,17.3,0,541.32,-10.98,19.444,0,2
2897,0,15949,119,17.882,17.166,0,541.32,-11.37,19.444,0,2
2898,0,15965,119,17.613,17.032,0,541.32,-10.96,19.444,0,2
2899,0,15981,119,17.658,17.122,0,541.32,-10.56,19.444,0,2
2900,0,15997,119,17.837,17.435,0,534.31,-9.85,19.444,0,2
2901,0,16013,119,17.882,17.926,0,534.31,-9.73,19.444,0,2
2902,0,16029,119,17.926,18.597,0,534.31,-9.51,19.444,0,2
2903,0,16045,119,17.882,18.552,0,534.31,-8.3,19.444,0,2
2904,0,16077,119,17.747,18.597,0,529.13,-8.08,19.444,0,2
2905,0,16093,119,17.3,18.06,0,529.13,-6.96,19.444,0,2
2906,0,16109,118,16.898,16.809,0,529.13,-6.34,19.444,0,2
2907,0,16126,118,16.54,16.093,0,529.13,-5.91,19.444,0,2
2908,0,16142,118,16.093,16.093,0,524.87,-4.6,19.444,113.27,2
2909,0,16158,118,15.512,15.378,0,524.87,-3.57,19.444,321.05,2
2910,0,16174,118,14.931,14.797,0,524.87,-2.55,19.444,538.58,2
2911,0,16174,118,14.261,13.992,0.2,524.87,-1.32,19.444,706.59,2
2912,35.82,16190,117,13.635,13.724,1.6833,522.12,-0.5,19.444,844.41,7
2913,99.06,16206,118,13.054,13.992,1.6333,522.12,0.22,19.444,962.08,7
2914,152.55,16222,118,12.428,13.054,1.5667,522.12,1.04,19.444,1016.2,7
2915,180.06,16238,118,11.981,13.456,1.5,522.12,0.96,19.444,1007.2,7
2916,207.1,16238,119,11.578,12.562,1.4667,521.51,0.87,19.444,894.57,7
2917,238.89,16254,119,11.31,11.31,1.45,521.51,0.9,19.444,690.3,7
2918,246.41,16270,120,10.863,11.668,1.4833,521.51,1.2,19.444,462.87,7
2919,250.56,16270,121,10.282,10.818,1.4833,521.51,2.22,19.444,313.61,7
2920,212.68,16287,121,9.6113,9.5219,1.45,522.12,2.85,19.444,305.44,7
2921,192.61,16303,122,8.8961,9.3431,1.4333,522.12,4.05,19.444,346.6,7
2922,198.69,16303,123,8.2702,8.8514,1.4667,522.12,4.77,19.444,481.23,7
2923,187.36,16303,123,7.555,8.002,1.4667,522.12,5.48,19.444,602.46,7
2924,156.91,16319,124,7.0185,7.4208,1.3333,523.34,5.99,19.444,709.21,7
2925,270.04,16319,124,6.6609,6.9291,1.2667,523.34,6.41,19.444,814.64,5
2926,323.17,16335,125,6.5268,6.9738,1.2333,523.34,7.12,19.444,881.08,5
2927,341.78,16335,126,6.3032,6.4821,1.2,523.34,7.62,19.444,903.95,5
2928,355.79,16351,126,6.1244,5.588,1.1667,524.87,8.24,19.444,864.17,5
2929,375.54,16351,126,5.9903,5.9456,1.1333,524.87,8.54,19.444,743.55,5
2930,386.06,16351,127,5.9456,6.6162,1.1167,524.87,8.35,19.444,390.95,5
2931,403.49,16367,127,5.8562,6.4821,1.1,524.87,8.37,19.444,244.98,5
2932,386.02,16367,128,5.8115,6.3032,1.1,526.69,8.38,19.444,200.19,5
2933,376.51,16367,129,5.7668,7.242,1.0833,526.69,7.79,19.444,220.88,5
2934,374.17,16383,129,5.7668,6.2585,1.0833,526.69,7.9,19.444,315.2,5
2935,345.85,16383,130,5.6774,5.7221,1.0667,526.69,6.91,19.444,405.6,5
2936,352.7,16383,131,5.7668,5.9903,1.0833,528.22,6.52,19.444,427.61,5
2937,330.01,16399,131,5.9009,5.6774,1.1167,528.22,5.94,19.444,384.88,5
2938,297.52,16399,132,5.9903,5.4539,1.1333,528.22,4.64,19.444,344.94,5
2939,279.41,16415,132,6.0797,5.8115,1.15,528.22,4.05,19.444,303.7,5
2940,293.23,16415,132,6.1244,5.6327,1.15,529.74,3.57,19.444,234.58,5
2941,307.04,16415,133,6.1691,4.9174,1.1667,529.74,3.97,18.889,207.93,5
2942,308.64,16431,134,6.1244,5.0068,1.15,529.74,4.88,18.889,161.52,5
2943,300.66,16431,134,5.9009,5.6774,1.1333,529.74,5.4,18.889,160.88,5
2944,305.89,16431,135,5.8562,5.7221,1.1,530.35,6.3,18.889,177.94,5
2945,323.42,16447,136,5.8115,5.9903,1.1,530.35,6.31,18.889,176.82,5
2946,328.59,16447,137,5.7668,6.1244,1.1,530.35,6.64,18.889,281.61,5
2947,329.59,16447,137,5.7668,6.2585,1.0833,530.35,6.54,18.889,437.38,5
2948,334.93,16464,138,5.7668,6.2585,1.0833,530.96,6.64,18.889,585.6,5
2949,349.35,16464,138,5.9009,6.7503,1.1167,530.96,6.67,18.889,689.55,5
2950,246.27,16480,138,6.1691,6.6162,1.1667,530.96,5.67,18.889,752.39,5
2951,208.08,16480,139,6.3032,6.4821,1.2,530.96,4.67,18.889,763.32,7
2952,179.71,16480,139,6.6609,7.0632,1.25,532.49,2.7,18.889,741.87,7
2953,173.87,16496,140,6.8844,6.8397,1.3,532.49,1.2,18.889,703.12,7
2954,174.75,16496,140,6.9291,6.7056,1.3,532.49,0.82,18.889,575.96,7
2955,181.6,16512,141,6.795,6.6162,1.2833,532.49,1.13,18.889,345.14,7
2956,176.7,16512,141,6.4821,6.5715,1.2167,533.7,2.53,18.889,361.42,7
2957,151.99,16512,141,6.0797,5.9009,1.1333,533.7,3.75,18.889,419.82,7
2958,231.05,16528,142,5.7668,7.0185,1.1,533.7,4.95,18.889,479.64,5
2959,251.87,16528,142,5.7668,7.2867,1.0833,533.7,5.66,18.889,520.84,5
2960,256.02,16544,142,5.8115,7.0185,1.1,535.53,5.27,18.889,521.86,5
2961,265.88,16544,142,5.8562,8.1361,1.1,535.53,5.07,18.889,512.58,5
2962,285.37,16544,142,5.9456,7.6444,1.1167,535.53,4.39,18.889,475.35,5
2963,298.22,16560,142,5.9903,6.7503,1.1333,535.53,3.89,18.889,301.85,5
2964,292.53,16560,142,5.9903,6.3032,1.1333,536.45,4.1,18.889,304.85,5
2965,301.42,16560,142,5.9456,5.8562,1.1167,536.45,4.41,18.889,298.41,5
2966,315.55,16576,143,5.9009,6.035,1.1167,536.45,4.91,18.889,265.65,5
2967,325.3,16576,143,5.9009,6.035,1.1167,536.45,5.63,18.889,242.2,5
2968,346.56,16576,143,5.8115,6.035,1.1,536.75,6.43,18.889,267.88,5
2969,340.84,16592,144,5.8115,6.0797,1.1,536.75,6.64,18.889,392.01,5
2970,337.12,16592,144,5.8562,6.3032,1.1,536.75,6.15,18.889,593,5
2971,352.06,16608,144,5.9903,6.7056,1.15,536.75,6.05,18.889,802.06,5
2972,270.87,16608,144,6.348,7.0185,1.2,537.67,5.17,18.889,1016.3,5
2973,227.1,16608,145,6.6609,6.9291,1.25,537.67,4.17,18.889,1154.1,7
2974,170.8,16624,145,7.1079,7.2867,1.3167,537.67,3.19,18.889,1176.2,7
2975,127.66,16624,145,7.5103,7.3761,1.4,537.67,1.1,18.889,1119,7
2976,76.59,16641,145,7.6891,8.762,1.5,537.97,-0.69,18.889,974.7,7
2977,61.3,16641,145,7.7338,8.449,1.5333,537.97,-2.08,18.889,698.46,7
2978,71.31,16657,145,8.1361,8.7173,1.55,537.97,-3.27,18.889,540.19,7
2979,87.64,16657,145,8.1361,9.969,1.5333,537.97,-3.56,18.889,441.51,7
2980,129.65,16673,144,8.002,9.1643,1.5,537.97,-2.85,18.889,433.71,7
2981,158.55,16673,144,7.7338,7.242,1.45,537.97,-1.74,18.889,450.5,7
2982,169.7,16689,144,7.4655,7.242,1.4,537.97,0.27,18.889,428.87,7
2983,166.32,16689,145,7.242,8.0467,1.3667,537.97,1.28,18.889,352.05,7
2984,164.09,16705,144,7.1526,8.3149,1.35,537.97,1.79,18.889,247.74,7
2985,159.75,16705,144,7.1079,7.6891,1.3333,537.97,1.6,18.889,133.71,7
2986,160.32,16705,144,7.1079,7.9126,1.3333,537.97,0.81,18.889,143.72,7
2987,158.81,16721,144,7.1526,8.0914,1.35,537.97,0.42,18.889,182.47,7
2988,146.04,16721,144,7.242,8.9408,1.3667,537.97,-0.27,18.889,183.93,7
2989,135.47,16737,144,7.3314,7.8679,1.3833,537.97,-0.66,18.889,195.55,7
2990,125.07,16737,144,7.242,7.8679,1.35,537.97,-0.75,18.889,229.04,7
2991,118.1,16753,144,7.0185,7.5997,1.3167,537.97,-0.34,18.889,246.48,7
2992,125.53,16753,144,7.0185,7.1526,1.3333,537.97,-0.03,18.889,246.44,7
2993,112.81,16769,144,7.0632,7.4208,1.3333,537.97,-0.12,18.889,237.65,7
2994,92.13,16769,144,7.1526,7.7338,1.35,537.97,-0.71,18.889,230.84,7
2995,89.41,16769,143,7.2867,7.3761,1.3833,537.97,-1.81,18.889,225.72,7
2996,84.9,16785,144,7.555,7.8679,1.4,537.97,-2.69,18.889,227.07,7
2997,75.04,16785,143,7.8232,8.002,1.35,537.97,-3.59,18.889,210.83,7
2998,71.21,16802,144,8.1361,8.5384,1.4,537.97,-4.28,18.889,154.97,7
2999,66.64,16802,143,8.5384,8.3596,1.4667,537.97,-5.27,18.889,107.47,7
3000,59.72,16818,143,9.0302,8.8067,1.55,536.75,-5.97,18.889,97.751,7
3001,69.2,16834,143,9.3878,9.209,1.6167,536.75,-6.06,18.889,111.89,7
3002,84.47,16834,143,9.5219,10.282,1.6167,536.75,-5.65,18.889,123.68,7
3003,83.14,16850,142,9.2984,10.237,1.5667,536.75,-4.34,18.889,126.52,7
3004,83.82,16850,142,8.8514,11.265,1.5167,535.84,-2.53,18.889,164.16,7
3005,53.12,16866,142,8.5831,10.863,1.45,535.84,-1.43,18.889,236.38,7
3006,50.63,16866,141,8.6279,10.192,1.3833,535.84,-1.42,18.889,327.01,7
3007,58.8,16882,141,9.0749,10.64,1.3667,535.84,-2.42,18.889,415.57,7
3008,100.99,16898,141,9.7007,10.818,1.5,534.92,-4.41,18.889,421.65,7
3009,125.55,16898,141,10.237,10.371,1.5667,534.92,-5.51,18.889,417.27,7
3010,152.83,16914,140,10.505,9.0302,1.6,534.92,-5.4,18.889,412.22,7
3011,171.43,16930,140,10.505,8.8514,1.6,534.92,-4.49,18.889,370.04,7
3012,124.03,16930,140,10.371,8.4043,1.5667,533.4,-2.79,18.889,303.49,7
3013,103.56,16946,140,10.148,9.0749,1.5333,533.4,-1.48,18.889,222.73,7
3014,107.79,16946,139,10.014,9.5666,1.5333,533.4,-0.98,18.889,217.68,7
3015,113.32,16962,139,10.103,9.1643,1.55,533.4,-1.27,18.889,279.2,7
3016,118.84,16979,139,10.148,8.4937,1.55,533.4,-1.66,18.889,340.17,7
3017,118.33,16979,139,10.103,9.0749,1.5333,533.4,-1.85,18.889,375.58,7
3018,146.49,16995,139,10.058,8.7173,1.5333,533.4,-1.45,18.889,469.95,7
3019,183.88,17011,138,9.8349,8.0914,1.5,533.4,-0.25,18.889,592.25,7
3020,196.86,17011,138,9.2537,8.3596,1.3833,533.1,1.26,18.889,663.16,7
3021,197.06,17027,138,8.7173,8.5384,1.3333,533.1,2.86,18.889,615.12,7
3022,234.2,17027,139,8.5831,7.9573,1.3167,533.1,3.67,18.889,547.71,7
3023,283.48,17043,138,8.6726,8.4043,1.3333,533.1,3.37,18.889,441.38,7
3024,293.92,17043,138,8.9855,9.1643,1.4,533.1,2.18,18.889,360.36,7
3025,226.38,17059,139,9.2984,9.3431,1.4167,533.1,0.08,18.889,341.48,7
3026,225.74,17059,139,9.209,9.0302,1.4,533.1,-0.91,18.889,357.44,7
3027,222.23,17075,139,9.0302,8.8067,1.35,533.1,-0.9,18.889,363.23,7
3028,210.27,17091,139,8.5831,8.762,1.3167,532.18,0.1,18.889,365.68,7
3029,200.4,17091,139,8.2702,9.0749,1.4,532.18,1.41,18.889,308.68,7
3030,183.69,17107,139,8.1808,9.4772,1.4,532.18,1.61,18.889,178.74,7
3031,191.41,17107,139,8.4043,9.7007,1.4333,532.18,0.92,18.889,176.96,7
3032,210.91,17123,139,8.5384,9.4325,1.4667,531.88,-0.07,18.889,197.48,7
3033,238.34,17123,140,8.5831,10.461,1.4667,531.88,-0.57,18.889,228.78,7
3034,230.93,17139,140,8.5831,10.192,1.4667,531.88,-0.76,18.889,315.97,7
3035,201.47,17139,140,8.6726,10.192,1.4833,531.88,-0.95,18.889,398.71,7
3036,178.07,17156,140,8.9408,10.371,1.4,531.57,-1.84,18.889,453.12,7
3037,164.69,17156,139,9.2537,10.55,1.4167,531.57,-3.04,18.889,478.56,7
3038,130.31,17172,140,9.4325,11.399,1.45,531.57,-4.33,18.889,462.45,7
3039,114.87,17188,140,9.7454,10.595,1.4833,531.57,-5.63,18.889,387.1,7
3040,116.47,17188,140,10.148,10.997,1.5667,530.66,-6.53,18.889,292.7,7
3041,125.23,17204,140,10.64,11.578,1.6333,530.66,-7.63,18.889,234.15,7
3042,145.79,17220,140,11.131,11.712,1.7167,530.66,-8.03,18.889,211.32,7
3043,173.99,17220,139,11.31,11.534,1.7333,530.66,-7.53,18.889,199.25,7
3044,160.9,17236,139,11.265,11.847,1.7167,529.13,-6.33,18.889,199.42,7
3045,139.45,17252,140,11.042,12.606,1.6833,529.13,-4.33,18.889,195.14,7
3046,123,17252,139,10.774,11.891,1.65,529.13,-2.93,18.889,204.49,7
3047,119.64,17268,139,10.595,11.131,1.6167,529.13,-2.04,18.889,211.38,7
3048,141.27,17284,139,10.416,10.416,1.5833,527.61,-1.54,18.889,257.74,7
3049,158.05,17284,139,10.371,10.327,1.5833,527.61,-1.74,18.889,306.67,7
3050,175.89,17300,139,10.371,10.371,1.5833,527.61,-1.64,18.889,346.33,7
3051,177.57,17316,139,10.237,10.55,1.5667,527.61,-1.34,18.889,356.46,7
3052,199.27,17316,139,10.103,10.505,1.55,527.3,-0.85,18.889,317.24,7
3053,210.88,17333,139,9.8796,10.327,1.5167,527.3,0.05,18.889,236.64,7
3054,211.45,17333,139,9.6113,10.684,1.4667,527.3,0.85,18.889,176.72,7
3055,208.04,17349,139,9.3431,10.55,1.4167,527.3,1.45,18.889,135.7,7
3056,197.6,17349,139,9.0302,11.131,1.3833,527.61,1.45,18.889,163.11,7
3057,181.33,17365,139,8.8514,10.997,1.4,527.61,1.15,18.889,207.44,7
3058,193.97,17381,139,8.5831,10.729,1.4667,527.61,1.14,18.889,251.66,7
3059,204.69,17381,139,8.3596,10.282,1.4333,527.61,0.54,18.889,297.04,7
3060,234.67,17397,139,8.2702,10.014,1.4667,527.61,0.84,18.889,324.7,7
3061,253.4,17397,139,8.0467,10.997,1.5333,527.61,1.54,18.889,339.51,7
3062,257.15,17413,139,7.8232,10.863,1.4833,527.61,1.64,18.889,326.16,7
3063,265.95,17413,139,7.6444,10.952,1.4333,527.61,2.44,18.889,268.11,5
3064,264.63,17429,139,7.3314,10.148,1.3833,527.61,3.04,18.889,196.95,5
3065,265.41,17429,139,7.1079,8.6726,1.35,527.61,2.94,18.889,100.82,5
3066,259.4,17429,139,6.9738,9.0749,1.3833,527.61,2.95,18.889,68.842,5
3067,267.24,17445,140,6.9291,9.3878,1.4833,527.61,2.74,18.889,74.286,5
3068,263.32,17445,140,6.9738,8.9408,1.5167,527.91,1.94,18.889,109.12,5
3069,268.46,17461,140,7.0632,9.6113,1.5333,527.91,1.65,18.889,112.36,5
3070,278.5,17461,140,7.1079,9.3878,1.5333,527.91,1.35,18.889,110.48,5
3071,280.59,17477,140,7.1526,9.4325,1.55,527.91,1.15,18.889,107.8,5
3072,295.74,17477,140,7.242,9.9243,1.5667,528.83,1.55,18.889,96.913,5
3073,281.59,17477,140,7.1973,9.9243,1.55,528.83,1.75,18.889,247.23,5
3074,267.51,17494,140,7.0632,8.8514,1.5167,528.83,1.75,18.889,401.44,5
3075,276.53,17494,141,7.0185,8.8067,1.5167,528.83,2.15,18.889,789.76,5
3076,269.48,17510,141,6.9738,8.9855,1.5,529.44,2.15,18.889,1257.5,5
3077,203.32,17510,142,6.7503,8.7173,1.4,529.44,2.55,18.889,1587.7,7
3078,369.26,17526,142,6.6162,8.9855,1.3,529.44,3.25,18.889,1785.1,5
3079,495.68,17526,142,7.0632,9.3431,1.3333,529.44,4.15,18.889,1873.5,9
3080,614.95,17542,143,7.1973,9.3431,1.3667,530.96,5.55,18.889,1858.6,9
3081,654.08,17542,143,7.1973,9.656,1.3667,530.96,7.26,18.889,1766.8,9
3082,653.26,17542,144,7.1973,10.058,1.3667,530.96,8.26,18.889,1566.5,9
3083,651.24,17558,145,7.1973,9.0749,1.3667,530.96,8.96,18.889,961.44,9
3084,648.52,17558,145,7.242,8.4937,1.3667,532.49,8.96,18.889,526.18,9
3085,646.85,17574,146,7.2867,9.2984,1.3667,532.49,8.47,18.889,188.26,9
3086,654.09,17574,146,7.2867,8.9408,1.3833,532.49,8.27,18.889,152.93,9
3087,656.39,17590,147,7.4655,9.9243,1.4167,532.49,7.68,18.889,362.89,9
3088,689.97,17590,148,7.6444,9.7902,1.4333,533.7,7.78,18.889,729.77,9
3089,670.61,17606,149,7.8232,10.058,1.4833,533.7,7.39,18.889,1225.7,9
3090,684.35,17606,150,8.1361,10.192,1.5333,533.7,6.59,18.889,1712.4,9
3091,557.35,17622,150,8.4937,9.5219,1.6,533.7,5.6,18.889,2108.3,9
3092,450.81,17622,151,8.449,9.1643,1.5833,533.4,3.61,18.889,2384.2,9
3093,316.55,17638,152,8.1361,9.7902,1.55,533.4,2.31,18.889,2532.4,8
3094,209.5,17638,152,7.9126,9.7902,1.5167,533.4,1.02,18.889,2474.4,7
3095,140.84,17654,153,7.8232,10.237,1.4,533.4,-0.27,18.889,2238.1,7
3096,96.26,17654,153,7.9573,11.355,0.73333,533.4,-1.57,18.889,1720,7
3097,67.8,17671,154,8.5831,11.757,0.63333,533.4,-3.56,18.889,1226.3,7
3098,66.46,17671,154,9.2537,11.757,1.5167,533.4,-5.55,18.889,750.99,7
3099,100.11,17687,154,10.058,11.623,1.5167,533.4,-7.55,18.889,450.04,7
3100,133.89,17703,154,10.595,11.802,1.6167,533.4,-8.44,18.889,344.77,7
3101,164.61,17703,154,10.684,11.087,1.6167,533.4,-8.43,18.889,335.44,7
3102,156.18,17719,154,10.684,9.9243,1.5833,533.4,-7.42,18.889,338.14,7
3103,135.93,17735,153,10.282,10.461,1.5333,533.4,-5.42,18.889,321.95,7
3104,116.22,17735,153,9.7902,11.31,1.4833,532.49,-3.51,18.889,264.69,7
3105,110.93,17751,153,9.4325,10.55,1.4333,532.49,-1.51,18.889,261.33,7
3106,141.57,17751,152,9.0749,10.729,1.3833,532.49,0.3,18.889,338.59,7
3107,172.16,17767,152,8.7173,9.6113,1.3333,532.49,1.6,18.889,394,7
3108,176.78,17767,152,8.449,9.1643,1.3167,531.57,2.11,18.889,479.72,7
3109,188.62,17783,152,8.2255,8.6279,1.3833,531.57,2.31,18.889,464.61,7
3110,221.75,17783,152,8.1361,9.1643,1.4,531.57,2.02,18.889,420.51,7
3111,221.87,17799,152,8.0914,8.9855,1.3833,531.57,1.72,18.889,382.15,7
3112,252.09,17799,152,8.0467,8.6279,1.3833,530.66,1.73,18.889,409.64,7
3113,196.53,17815,151,8.1361,8.449,1.3333,530.66,1.13,18.889,507.86,7
3114,153.83,17815,151,8.5384,9.1196,1.3167,530.66,0.04,18.889,612.05,7
3115,133.01,17831,150,9.2984,8.7173,1.4333,530.66,-1.46,18.889,634.83,7
3116,122.96,17848,150,9.969,9.969,1.5333,530.66,-3.45,18.889,594.28,7
3117,89.44,17848,150,10.371,11.578,1.5833,530.66,-5.25,18.889,534.49,7
3118,67.54,17864,150,10.729,11.757,1.5667,530.66,-6.64,18.889,352.19,7
3119,102.59,17880,150,10.997,12.204,1.5833,530.66,-6.94,18.889,243.28,7
3120,130.78,17880,149,10.952,11.668,1.5667,530.35,-6.24,18.889,222.06,7
3121,126.13,17896,149,10.64,11.578,1.5333,530.35,-4.73,18.889,211.3,7
3122,117.72,17912,149,10.416,10.863,1.4833,530.35,-3.03,18.889,207.49,7
